现在中印重演1962的冲突，中国后勤供应的上吗？,2326,2221742,2017/7/6 18:36,"你觉得每公里成本上亿的318国道西藏段真的是为了让京东能给林芝和墨脱的门巴族兄弟送冰箱洗衣机修的么。你觉得修青藏铁路真的是为了开发西藏的旅游资源么。还有你觉得雀儿山隧道真的是为了让西藏小伙儿能开淘宝店卖自家的木雕么。。。。。现在补给和后勤肯定还是困难极大，但是架不住中国强大的生产能力啊，无论如何都会比朝鲜，62和揍猴子的时候强。我记得有人评价长津湖战役，如果当时的志愿军后勤能力和美帝在一个数量级，也就是相差10倍以内，何至于如此惨烈。但是现在，我们一定能说，PLA在本国国土内的后勤能力和美军全球投送的后勤保障能力最多最多相差10倍（虽然还是在拿自己最好的科目比美国最差的科目。。。。。饭总要一口口吃嘛）想想汶川救灾的时候是怎样用物资堆的，直升机往救灾的山路上扔了一路的瓶装矿泉水，整件整件的扔，就为了路上的人可以不带水。后勤保障困难的意思无非是损耗极大，而不是物资运不到。古代打仗运10石粮食有1石能到前线，现在就算运100份物资只有1份能运到前线，随便印度怕不怕，反正中国不怂京东现在都能在西藏修仓储了，你猜用动用国家力量堆起来的战略物资储备有多少?----------------------------------------------------------------------------------------------------------------------（长文多图预警）----------------------------------------------------------------------------------------------------------------------更新一下吧，国家在西藏深耕的持久度和力度是超过我们想象的。印度长久以来不只是对整个南亚次大陆抱有野心，而是想要吞并西藏，或者最起码把西藏变成不丹那种受印度控制的傀儡，从最开始我国对此也心知肚明另外一位答主对此作出了分析如何评价人民日报的微博文章《@印度，#界线即是底线#！》？-回答作者:安东都指挥使://.//62119505//195081214再贴点印度人在油管的言论中印战争印度人怎么评价？-回答作者:匿名用户://.//30299200//192826058另外需要指出的是，印度宣称对西藏主权的理由是冈仁波齐和玛旁雍错都在西藏（MDZZ）。玛旁雍错是印度教的圣湖，印度神话中玛旁雍错是梵天（相当于盘古）创造的。冈仁波齐是印度教的圣山，传说中湿婆的住所，也是印度教里宣称的世界的中心，大概就等于耶路撒冷对犹太人，黄帝陵和孔庙对我们的那种另外ZD问题就是，1959年当时西藏的实际统治者老和尚从这次中印对峙那里跑到印度建立了流亡ZF，老和尚认为在印度的支持下可以夺回西藏，印度则认为通过支持老和尚拿回西藏之后就可以控制西藏（参见：为什么西藏、新疆没像内蒙、东北一样汉族人口占多数？以后会吗？）就提一条，如果谁担心西藏方向的投送能力，你走318国道从成都到拉萨自驾游（最远可以走到中国尼泊尔交界的樟木/吉隆口岸，参见中国有没有能力打破印度对尼泊尔的深度钳制格局？-回答作者:龙牙://.//58702802//195757363），或者买一张重庆-拉萨-日喀则的火车票，感受一下沿途物资供应是否充分，物价如何，应该就心里有数了先说京东的家电下乡如何看京东把大家电送到了墨脱？-知乎西藏墨脱县收到首个网购大家电-新华网穿越千里最险天路，京东开辟世界上最艰苦的网购送货行程_科技_腾讯网按照腾讯网新闻稿的细节，这位门巴族兄弟，收到一个冰箱，连货带运费，花费少于1000人民币。搞货运的都知道，货物的体积和重量一样重要，甚至艰苦条件下体积比重量更重要，能运冰箱这种中空的柜子，改进改进条件，说不定就能运点儿实心的啥呢。当然这位门巴族兄弟买的冰箱还是太小了，等有一天他们也能用上咱们家里那种双门大冰箱，能把炖锅高压锅整个塞进去的那种，我们才能说西藏运输条件得到了明显改善（我们的目标就是，将来要让藏区群众也能用上这样的冰箱）群众想用冰箱洗衣机得先有电啊，根据CGTN最新报道，四万名建设者正在普马江塘乡架设全世界海拔最高的电网。虽然该地区盛夏季节气温也经常在摄氏0度以下，但这并不妨碍国家要努力让该地区群众通电用上冰箱，这样他们才能喝到4摄氏度口感最佳的冰镇啤酒://../?=0REG9UA5,373,PC'TAR'.T,A6,.TT.IS.阿三已经炸锅（大白象：兔子你在近乎无人区的地方修高压电网是什么意思！兔子:略略略，我家钱太多烧着玩，给牧区群众搞家电下乡活动，要你管）雀儿山隧道倒不在西藏，在川西。因为德格县藏族小伙儿家传手艺木雕面具卖不掉，还有藏族阿妈看病困难，中铁一局和中建五花了好几年时间修了一条隧道，这样以前几个小时的高海拔高危险盘山路，现在只要十分钟就可以啦川藏公路雀儿山隧道贯通-新华网-新华社雀儿山隧道将于2017年8月正式通车-四川网络广播电视台【纪录片】中国人的活法两季全【19集/1080P】再说青藏铁路，就直接抄百度百科吧青藏铁路：西格段814千米，20世纪50年代准备建设，1979年铺轨，1984年运营；格拉段1142千米（新建线1110千米）因存在巨大困难长期停建，最终克服难题而于2001年6月开工，2006年7月1日建成通车运营。2014年8月16日，青藏铁路延伸线拉日铁路全线开通运营。国家意识到西藏必须修铁路的时候，老和尚还在布达拉宫里念经。虽然1979年才铺轨，但是同样反映三十多年过去了，耕耘西藏的国策从来就没动摇过2016年9月12日，历时七年，总投资12.98亿元的青藏铁路无缝钢轨换铺工程完成，全线1956公里青藏铁路实现了“千里青藏一根轨”，列车的平顺性和安全性有了很大的提高为了我坐火车去拉萨吃石锅鸡更舒适更快捷，国家花了好多好多小钱钱换无缝轨，好感动！比心！拉林高速，被誉为世界上颜值最高的公路，双向四车道，已于近日全线通车拉林高速即将开通竟然还不收费，318国道上的景观长廊，赶紧来_搜狐旅游_搜狐网数百亿人民币的投资，显然是为了打造超级景观大道，拉动西藏旅游业发展拉林铁路是连接拉萨—林芝的铁路。起于拉萨火车站，沿拉萨河而下，经贡嘎转向东，经乃东（山南市驻地泽当镇）、朗县、米林，跨越雅鲁藏布江到林芝站。2014年12月19日巴玉雅鲁藏布江大桥控制性工程开工，全线于2015年6月29日开工建设，预计2020年建成通车以后可以坐火车从林芝去拉萨玩了哦，而且据说以后这条铁路会通向云南大理，又一条黄金旅游线路，好开心！拉日铁路连接拉萨和西藏第二大城市日喀则，设计标准等级为国家Ⅰ级铁路，工期4年，全线为单线，预留电气化条件，列车运行时速不低于120公里，年货运量可达830万吨以上，于2014年建成通车听说藏区养的牦牛一头刚好差不多一吨重，拉日铁路肯定是为了发展养殖业，每年把藏区的牦牛运两三百万头下来给我涮火锅，还能带着藏区同胞发财致富最后是来自维基百科的无节操无确切来源的路边社消息拉日铁路未来计划建造延伸线，与尼泊尔和印度铁路网接轨，连接尼泊尔首都加德满都以及印度锡金邦首府甘托克附一张地图，总的来说就是，补给到拉萨比较困难但是有办法克服，查一下每年到拉萨自驾游的人数大概就可以估计出战时的公路运力。拉萨到日喀则会很困难，拉日铁路有可能全封闭为PLA服务，但只要有铁路，就能运某些和谐，无非是成本问题。从日喀则到洞朗方向是西藏204省道，谷歌地图上看目前已经修到距离本次越界事件大约10公里的亚东县网络上找不到太多西藏204省道的照片，公开资料显示最起码某些路段是四级公路（日喀则市康马县204省道岔口至冲巴湖公路改建工程），能想象路况肯定很严峻，所以从日喀则到前线最后这段路会有极大困难。地图上看日喀则到洞朗直线距离只有200多公里，然而因为地形支离破碎，实际里程会长的多，基本上就是不惜一切代价了，也一定是后勤工作重中之重。这也就是为什么“西部山区还有那么多贫困失学儿童”，还要挤出预算在喜马拉雅无人区修路纪录片《天河》里有少量拉日铁路和日喀则的信息，有兴趣可以看看，里面提到了一位买大货车搞货运，在西藏地区做物流的藏族兄弟，运送业务就是从拉萨开始送到日喀则以及更偏远的地区比如狮泉河。西藏后勤补给困难，说到底无非两个原因，第一路况恶劣，第二驾驶员受到高原反应的严重威胁。如果真的开战，说不定所有在当地搞运输的藏族同胞，甚至只要是会开卡车的藏族同胞，都会收到国家征召，给前线运补给。因为老和尚还活着，如果是现在开战，征召当地藏族同胞也许可能不确定会不会有一些宗教信仰和国家信仰之间取舍的问题，这就是考验群众基础的时刻了同一张地图也能看到为什么以现在的国力对藏南无能为力，印度到藏南全是平原，有个两车道破公路就能去，中国想控制藏南要翻越喜马拉雅山脉。中国穷啊，现在挤不出那么多钱，只能先记小本本上。如果有一天中国人均GDP有美国的一半，中国未必就不能修通一条穿越世界屋脊链接藏南的交通路线。只要有高速路有铁路，只要有网络，只要能从经济文化上辐射当地，未必就收不回藏南再放张亚东县的卫星照片，这个县城距离冲突前线大约10公里。我担心真打起来最大的问题不是物资运不过去，而是当地没有足够的空地存放那么多重型装备和补给。当然，如果真的发生冲突，当地居民大概可能应该会被全部撤离。顺便说，评论区里有疑问美国是不是真有吹的那么强大，这张卫星照片是用谷歌地图网页版截的（谷歌地球PC版性能还要好些），极限分辨率10米，99A官方公布的长度是接近8米，也就是说，如果哪天中国开坦克过去揍印度，仅凭谷歌这样一个私人公司能调动的资源和技术，说不定都能通过间谍卫星看直播亚东县本地居民看起来过得不错，有全聚德有烧烤有牛杂火锅还有川菜，看着都馋（你见过本国不能完全控制境内有火锅店和川菜馆的任何地点的案例吗?看见这些饭馆我就知道，不管印度用什么手段，最后这10公里路一定能修通。八大菜系就是战斗力，任何有麻烦的区域比如XX和XX都是因为火锅店，汤锅店，川菜馆，沙县小吃，湘粤情，麻酱面，煎饼果子，红烧排骨，蟹粉狮子头，文思豆腐等等好吃的绝对数量太少相对密度太低）另一个思路是从克什米尔方向钳制印度，补给从喀什到克什米尔，也就是跟一带一路计划的规划重合。这条路也会很艰难，目前巴基斯坦的瓜达尔港到喀什，乌鲁木齐到喀什两个方向都通大货车，但是沿途一定会受到某种不可言说势力的滋扰，巴基斯坦方向尤其严重，而且最难的路段还是喀什到前线。如果用这个方案，恐怕得临时征召中远洋，物资从上海港和广州港到瓜达尔港，一部分留给巴基斯坦做补给，一部分穿越巴基斯坦全境到克什米尔。这个方案最大的不确定性在于美帝会否出手掐断中国海上运输。当然如果美帝真的插手，最大的问题已经变成经海运到中国的石油和天然气该如何保障了。具体情况参见为何中印战争后，中国会保阿克赛钦，丢藏南？-知乎如果你对克什米尔不太熟悉，请搜索克什米尔蓝宝石，这是世界上品质最高最美丽的蓝宝石。克什米尔目前是印巴争议领土（阿克赛钦/喀喇昆仑走廊是中方实控，巴基斯坦表示跟中国无任何争议领土，已划界。即使国家之间只有利益，这样的立场也值得中国投桃报李），红宝石/蓝宝石是国防军工精密仪器必需的战略资源之一，所以克什米尔必须属于巴基斯坦，阿克赛钦必须属于中国（开玩笑的，其实是因为该地区对中国战略价值太过重要。我们的目标是，绝对不能让印度威胁到中国在巴控克什米尔，喀喇昆仑走廊和阿克赛钦的运输通道）总结一下吧，以现在中国在西藏的投送能力，哪怕明天跟印度发生局部冲突，会很艰难，会牺牲很多人，甚至可能直接影响大家在内地的日常生活，但是有充分理由相信，吃亏的绝对不是我们。另一方面，以中国现在的国力，在西藏方向值得考虑的战略目标，比如锡金复国，尼泊尔由墙头草变成亲中，不丹脱离印度控制，收回藏南或者促成印度东部独立，帮助巴基斯坦控制克什米尔全境或者操纵印控克什米尔独立为缓冲区，目前我们一个都做不到，基本上跟62年一样，把印度揍一顿，打完还是得撤回来。如果中印都以现在的趋势继续平稳发育，中国继续追赶美国甩开印度，那么将来有可能会达到一部分战略目标，这就需要知乎各位努力研发，完成产业升级，提高社会劳动生产率了，一个具体指标就是，等我们能造成罗罗和GE那么好的飞机发动机的时候，这些战略目标就能有望实现最后给你们安利一部关于西藏的顶级纪录片《第三极》。另外千万不要去淘宝搜第五集00：37分的阿里高山苹果因为只能买到苹果干，会很伤心哒！--------------------------------------------------------------------------------------------------------------------更多相关内容（多图预警）匿名用户：印度为什么这次对洞朗之争如此执着，洞朗修路究竟对印度造成了哪些影响？S：如果印度不退兵，中国会不会出手教训印度？匿名用户：如何看待【中国外交部发布：印度边防部队在中印边界锡金段越界进入中国领土的事实和中国的立场】？匿名用户：中国洞朗局势大概需要多久会明朗起来？"
,,,,
现在中印重演1962的冲突，中国后勤供应的上吗？,2326,2221742,2017/7/13 16:45,每次有这种问题出现，就是各种扯。我也不敢说是来“以正视听”的，我没那个胆子，至少说点靠谱的吧。一、1962年是怎么一回事。1962年，打完就撤，扁阿三一顿就闪人，不完全是后勤供应跟不上的问题，至少还有三个原因：1、综合保障能力不及。综合保障能力不光是后勤保障，还有舟桥、通信、道路工程、防化、防空等等各种保障。大部队行动，人数最多的就是炮兵，其次才是步兵，然后是各种专业兵种。这些专业兵种的任务就是综合保障，确保部队行动中的各种需求得到满足。注意，这种综合保障是伴随保障，是要冒着炮火实施的。至于后勤保障本身，也是要分为给养、被装、营房、卫勤、油料和运输等等专业的。给养是吃的，被装是穿的，营房是住的和饮水、排污，卫勤就是军医和萌萌哒小护士，油料运输主要是车，不包括坦克这些。后勤保障是在后方实施的。1962年，是综合保障供应不上，舟桥、道路和通信、后勤全面跟不上。2、国际环境不允许古巴导弹危机已经解决了……3、战略目的已经达成一战打来30年和平，现在看来，是完全达成了战略目标还绰绰有余。归根结底，是印度阿三太不经打，部队嗖嗖往前打，一看，我靠，后面管保障那一块的人呢……这也算是战争史上的奇观了：搞综合保障的人，面对的主要是大自然，崎岖的地形、复杂的气象什么的，跟敌人强不强没有太大关系；这边厢打仗的人，面对的是敌人，一窝蜂打过去是有可能的，也就有可能造成脱节。二、这次洞朗该怎么办印度阿三犯浑，越界阻挠我方施工。我方的“施工”，大家都明白是怎么回事，不明白的可以去看看南海的“鬼斧神工”。客观上讲，我们现在还是处于“韬光养晦”期间，也就是那位伟人说的，闷声大发财。所谓施工，其实就是增强战时伴随保障能力的一种铺垫，我修我的，你管不着。谁知道开挂的民族他不按套路出牌啊……主张一波流推过去的朋友恐怕是不大明白大国之间玩游戏的规则：不可能的。怎么可能推过去呢？太不给面子了嘛。洞朗问题的由来其实是在印度洋上面。印度洋对于中国的重要性不言而喻，出可以一带一路，入可以保证能源供应。是我们的要道，也是印度遏制中国的要冲。陆地上印度是占不到便宜的，尽管占了锡金、收了不丹、捏住了尼泊尔，但是西藏毕竟牢牢掌握在中国手里，克什米尔地区又有巴基斯坦在，直接把自己的心脏地带暴露在中国和巴基斯坦面前。他只能想办法从印度洋上面找点平衡回来。但是中国也不是闹着玩的。斯里兰卡、孟加拉、巴基斯坦都有中国的战略支撑点，印度洋越来越脱离了印度的掌控。所以他才上火闹翻的……所以说，洞朗这个事情，着急的是印度人，不该是中国人。中国人只需要口头上抗议抗议就行了，好处在咱们手里。中国需要做的仅仅是以逸待劳，咱修咱们的，顶多多找几个兄弟扎扎场子，让印度人干看着着急不敢真动手就行。三、下次打起来中国这边综合保障供应的上吗？三个方面：1、战略储备这方面不好讲细了，反正储备挺多的。2、应急供应战略储备再多，也有用光的一天，总需要再运进来。我们就讲讲这几十年来，西藏多了哪些供应设施：青藏铁路特别是格拉段、拉萨至日喀则段、青藏输油管线、川藏公路改造、新藏公路改造、滇藏公路改造、日喀则和平机场、阿里坤沙机场、昌都邦达机场、林芝米林机场、藏东电网联网工程、村村通工程，在建的有川藏铁路、林拉公路等等。川藏、青藏公路纪念碑无言，矗立在拉萨街头静静地看着这些年翻天覆地的变化，烈士们心里该感到欣慰吧。下次再打起来，物资供应跟1962年比起来简直不可同日而语。这些物资的战场投送能力也不是那时候能够比的。中国方面在西藏经营多年，无论是道路条件，还是运输手段，都是经过了很多年的摸索与专业化改造的，跟印度人还真的不在一个层面上。3、本地筹措能力本地筹措能力是很重要一环：至少打起来的时候，本地老百姓不用再分一部分供应能力过去。西藏这几年各种物资自主生产能力已经很强悍了，有些大宗物资甚至供过于求，比如说新鲜蔬菜。对的，西藏新鲜蔬菜供应居然已经过剩了……西藏统计年鉴2014。蔬菜，669918吨，西藏一共才300万出头人口，按照全国平均蔬菜消费水平，超了。就算算上旅游人口和流动人口，这个产量也是足够的。总的来讲，不管是战略投送能力（从主产区运到战区附近），还是战术投送能力（从战区附近送到前线），还有通信、防空、防化等等配属保障能力，都跟1962年不是一个层面的事情。除非美军倾巢而出，跑到中印边境跟中国打，恐怕在喜马拉雅山一代能够跟中国比供应能力的国家还真的没有。这是珠峰公路。这是珠峰脚下的移动信号塔，妥妥的3G信号，西藏不让上4G。基建狂魔不是吹牛的，后面那一大坨就是珠峰又咋地，一样修路一样通手机信号。谁要怀疑中国在中印边境的基建能力，一群四川老乡建筑工人分分钟教你做人。对于中印双方在边境线上的后勤供应能力，我相信有两张图很能说明问题：印度著名全球化大型联合汽车生产企业出品的货车，车主是尼泊尔人，地点在中尼边境小镇吉隆。品质优良，车门都锁不上，经常有吉隆镇的中国藏族熊孩子，拿个筷子捅开车门车锁，开着在路上狂飙，吓死人。这车，一半时间在跑，一半时间在修，特别锻炼人，下坡不推头（没那个动力推头，发动机不行）。尼泊尔货车司机技术好，会修车，堪称喜马拉雅山车神，有机会来中尼边境可以体验下。这是中国一个小厂出的卡车，第二汽车制造厂，第二，多丢人。车子别的问题没有，就是太贵，印度人和尼泊尔人都买不起……
,,,,
现在中印重演1962的冲突，中国后勤供应的上吗？,2326,2221742,2017/7/8 21:13,西藏有三个山地旅，52步兵旅、53步兵旅、54机步旅，另外还有边防1~6团。战时这里的的军队肯定会增加，但是并不见得能增加多少，因为高原后勤实在太困难。这里的后勤环境，会因为更多的铁路、公路、机场的开通而改善，但并不会改变高原后勤困难的大背景。现代作战十分讲求后勤供应。二战时，隆美尔的北非军团每月六七万吨的物资就够了。但是到了海湾战争时，开战一个月，30万联军消耗物资450万吨，平均每万人消耗15万吨物资，可以说没有这么多物质保证，美军不会速战速决。如果现在按照美军这个相当高级的碾压标准，每10万大军的物资消耗差不多要达到百万吨每月的级别。一些同学可能会问，青藏高原上不是有火车吗？战时可以把士兵、军车、物资运到一样有大量运输的可能。其实大家也不要太抬高青藏铁路的运输能力，这条铁路的运力也有上限，差不多是青藏公路的四倍。以拉格段（拉萨——格尔木）为例，平均每月货运20万吨左右。如果考虑到空载的列车，实际后勤运输将会翻倍，差不多每月40万吨左右。但是，20万吨不光是军用的，还有民用物资。如果这条铁路线完全运军品，必然会恶化西藏当地居民的生活，当地人必然会反对这场战争。即使再计入几条国道和六七个机场（还要考虑作战），物资运输达到每月百万吨，这个难度真的是相当相当的高。铁路运输很重要，公路运输也很重要，毕竟公路四通八达的多。但是，汽车兵们遇到的困难就要比火车大得多。最大的困难就是高原反应。所谓的高原反应是由于缺氧导致身体机能不适应，会出现头晕、头痛、胸闷、气喘、心慌、身体浮肿、四肢麻木等现象。青藏高原平均海拔4000米，世界最高，在这里倒下的边防官兵，大都多是倒于高原反应。如果大家体会不到高原反应是什么感觉，可以参考登山。爬泰山的时候，到了1000米左右，越往上爬越气喘，体格好的人都会面红耳赤，更别说不经常出门的人了。而且温度也降得厉害，你在山脚穿T恤，但到了山顶就得穿军大衣了。军事纪实中报道了很多青藏高原官兵的故事，比如下面这些汽车兵。这位班长话没说完，就开始气喘了，只能先吸一口气。于是记者就问：班长只能呵呵呵。即使在这种情况下，他们还要继续作业。如果在平原地带，几个壮劳力拆卸轮胎要比这快得多。这里需要说下的是，超过2000米的高原环境，做同一件事，每500米体能消耗要增加20%。可以想象下4000米左右的工作环境。而且，军车在火车的装卸上也是个问题。平常在平原上，把一辆军车固定在火车板车上，差不多要二三十分钟，而到了高原，固定一辆车需要五六十分钟，翻了一倍的时间。（另外请注意，车上拉的物资是钢筋，用于建筑军事设施，你懂得）而在他们换轮胎的时候，汽车营营长马军出现了高原反应。虽然新青藏公路路面改善了很多，但整个车队的速度非常慢。这个节目给出的理由是，行车这么慢，是因为要考虑车队的行驶安全。车队车速控制在30公里左右，1120公里的拉格公路，需要四天半的时间才能跑完。车队安全确实是车速缓慢的一大原因，但是更重要的是，车辆在高原行驶，功率下降的非常厉害。比如平原高速开车，车速都在100公里左右，十一二个小时就能跑完，但是在4000米的海拔行驶时，发动机功率能够下降60%左右，所以这的汽车兵都是速度很慢，缓加速，缓刹车，不然很容易熄火，还会减少汽车的使用寿命，4天行驶1000公里就容易理解了。曾经一些记者为了采访西藏的卓拉哨所，也就是这段时间闹得沸沸扬扬的亚东这边的边防哨所，他们瞬间就被缺氧给难住了。去卓拉哨所需要246个台阶，但这名记者没走几个台阶就感觉：最后这位记者实在不行了于是吐槽了一句：感觉自己真的上天了。2333333其实这段距离才600米，大家可以想象攀登的难度。还有一期军事纪实曾经报道过喀喇昆仑山的神仙湾哨所士兵，这里是世界最高的哨所，海拔5000米以上，高原反应更是强烈。这儿的哨兵头痛的时候，就用背带紧紧地勒住头，用外在的痛苦来抵消高原反应带来的头痛。不过找不到那期军事纪实了，只能用而上面某位答主提到的219国道上的汽车兵代替了。219国道上，高海拔天路严重缺氧，头疼欲裂时汽车兵只能用背包带扎紧头部。图片来源：解放军报宋怀忠摄在青藏线，日喀则、林芝这些地方还好点，因为有铁路，有公路，有机场，但是边防前线进行一线作战和后勤供应，是多么的艰难。比如卓拉哨所，平常的物质运输是这样的：注意图片中的汽车。但是出去背水、巡逻、侦察、作战，只能靠双腿了。比如这样：比如这样：偶尔还能看到一些暗中观察的印军，他们同样也很苦逼。不要以为这样就完了，所谓上山容易下山难。体会不到的童鞋完全可以不坐电梯的情况下，从十几层楼上走下来，看看自己的膝关节什么感觉。所以在这里作战，恐怕是空军和二炮往下面丢东西为主，陆军真的不宜在这里作战。对了，很多人都认为解放军从青藏高原上下来，那就是59下山，势不可挡。但值得一提的是，人在剧烈高度变化中会产生不适的生理反应，由低到高，从富氧到缺氧，就会出现高原反应。由高到低，从缺氧到富氧，会出现醉氧反应，或者说，低原反应，最明显的表现为浑身乏力，嗜睡。这对行军作战也是不利的。先说这么多吧。=============================================================一些朋友认为，我们这么困难，印度也会这么困难啊。印军蚕食我们的领土，难道因为后勤困难而放弃作战吗？其实这误解了我的意思。我的意思是说，这里的后勤只能够改善、缓解，但是不会从根本上解决。和后勤困难就不打仗完全是两码事儿。高原山地作战对任何一个国家都是一个巨大的问题。比如阿富汗苏军、阿富汗美军，最多都是10万人，没别的原因，后勤限制。部落武装袭击你的后勤，恶心你，然后你撤了。你撤了就说明这里是帝国坟场。对付印军，不一定要真刀真枪的干，玩间接战略，恶心他的后勤，最大程度上削弱印军，最后来个59下山就可以了，少花钱，少牺牲，同样效果很大。说白了就是，陆军打酱油，空军和二炮丢东西。所以，如果爆发冲突，面DPS是空军，点DPS是二炮（或许还有些火箭炮），陆军只需要加个暗中观察的B和吞噬技能，那战争自然就不需要那么多人，后勤问题会缓解很大一部分。
,,,,
现在中印重演1962的冲突，中国后勤供应的上吗？,2326,2221742,2017/7/26 22:18,作为知乎的第一个回答，就用脚步和车轮的丈量来答这个问题吧。十一次进藏这几年，亚东一共去了七次。分布看，首先是到拉萨。一共四个方案，一首先是火车，理论上是最好的选择，而且运力稳定可怕，实际上的运力和内地的火车线路没有一点不同，看那曲县城的大货车就知道了，基本都是那曲下货，再集散全藏。不用担心，那曲有非常大的转运场地。这趟车我坐过几次，从西宁到拉萨25个小时左右，运货稍微慢。二是青藏公路，去年已经大修完成，跑重型的车一点问题没有，路况非常的好，小车80-100完全没问题，基本没有山路，一直在那曲草原跑，和全中国任何一条国道没有不同，我走过很多次，应该也是后勤的主力路线。第三是川藏线，这个略微麻烦，成都到芒康这段从14年开始大修，包括几个大的隧道，至今未好，估计要年底。芒康到林芝，这段最难的，反而搞好了，包括通麦大桥排龙这段最可怕的，四季拉山今年三月返修结束，然后林芝到拉萨的拉林高速已经是最后阶段，三月的时候米拉山隧道还没好，目前能走前后合一段，墨竹工卡到工布江达还是不行，搞好后林芝到拉萨就非常可怕的快了，120的高速，但是总体上还要年底才行，一旦修通，成都到林芝到拉萨将是补充兵力的好路线，因为林芝的设施非常多且大，海拔不高，缓冲一下的好选择。第四是新藏线，鉴于太远，疆内有一点还是泥路，就不在这里讨论补给选择。第二步就是拉萨到亚东了，两个路，一个是经日喀则到江孜，再到亚东。这个路，如果是火车拉萨到日喀则，最好。如果公路，非常不好走，修了几次还是那样，限速30左右，沿江的悬崖路，可能是整个公路路线的瓶颈。到了日喀则，去江孜非常好走，就是一个大直路，两边都是农田，80左右都没问题。一个是绕浪卡子，就是羊卓雍措，走热龙乡到江孜。再到亚东。这个路最麻烦就是绕山上羊湖的那段路，也是30左右，路很绕，后面是满岗水库，也不太好走。到了江孜（当年抗英的根据地，非常牛逼），去亚东就好走了，这个澄清下，一直估计有预备，江孜到康马县实际能开100左右，康马到堆纳检查站也非常好开。堆纳到亚东就100公里左右，路稍微差点，经常下雪(雪灾突发区)，但是也是大柏油路，和青藏线没区别。总结就是如果火车到日喀则，日喀则到亚东，一路畅顺，和国内任何一个地区的运力没区别。但是如果加一点公路，可能要多几个小时的山路，问题不大。全程柏油大路。中间几个大的平原区域，那曲，林芝，日喀则，康马都合适阶段性存放大量物资。后期补给绝对不是这次争端的核心问题，这么多次去深深明白国家对藏区的布局，不止是基础建设，各方面，和疆区是大不同。最后，放一点亚东附近的美图，以后说不定很难去了，包括我觉得最美的中不边界的冲之雍措湖，还有多情的多庆措和身后的卓木拉日神山。再补充一个图，地图不好上了，这个图是帕里镇到亚东路上，离洞朗草场70公路左右。在几年前三月某一天我过去的时候突发大雪，但是很短时间路上的雪就被处理了，路也非常不错，证明了还是长期做着经营的。再补充一个图，地图不好上了，这个图是帕里镇到亚东路上，离洞朗草场70公路左右。在几年前三月某一天我过去的时候突发大雪，但是很短时间路上的雪就被处理了，路也非常不错，证明了还是长期做着经营的。
,,,,
现在中印重演1962的冲突，中国后勤供应的上吗？,2326,2221742,2017/7/14 20:36,一脸蒙逼来自54旅高原铁骑戍边卫国杀！想起那段经历，依旧热血沸腾已退役，当时带回来这么些东西，东西没再身边，拍的是旧手机里的图片。曾经组织过一次教育，主要说的是中印双方的大概情况，很悬殊………其实就是看起来很悬殊…………只是看起来，然后看了一个视频，我们的杀手锏（不是什么蘑菇蛋啦，你坏坏），可以很短时间内…………突然出现好多好多……………他们仰赖的优势会变为劣势。你认为我们一旦开动，后勤补给会等着从下面慢慢往上运？水缸一直都是满的，水缸里的水开始往外放水的时候，几个水龙头同时打开往水缸里加水。我们一直在准备战斗！高原铁骑戍边卫国杀！
,,,,
